"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.320491150E-1,-1.196411345E-2,9.738788605E0,-1.694118381E0,9.885048493E0
6.345815630E-1,-3.828516230E-2,9.748359680E0,-1.674975872E0,9.891285376E0
6.371140110E-1,-5.982056633E-2,9.757930756E0,-1.639083505E0,9.894816111E0
6.396473440E-1,-8.374879509E-2,9.750752449E0,-1.610369682E0,9.883191676E0
6.421806250E-1,-1.124626622E-1,9.726823807E0,-1.605584025E0,9.859089678E0
6.447131250E-1,-1.292124242E-1,9.714859962E0,-1.591227055E0,9.845161425E0
6.472455730E-1,-1.292124242E-1,9.702896118E0,-1.567298889E0,9.829512436E0
6.497789070E-1,-1.316052526E-1,9.676574707E0,-1.543370605E0,9.799765856E0
6.523121880E-1,-1.339980662E-1,9.643074989E0,-1.538584948E0,9.765966126E0
6.548446360E-1,-1.268195957E-1,9.604789734E0,-1.521835208E0,9.725433226E0
6.573771360E-1,-1.220339537E-1,9.578469276E0,-1.495514154E0,9.695283830E0
6.599104690E-1,-1.052841991E-1,9.554540634E0,-1.485942841E0,9.669971955E0
6.624437500E-1,-7.657032460E-2,9.542576790E0,-1.502692580E0,9.660472028E0
6.649761980E-1,-5.742774159E-2,9.544969559E0,-1.533799291E0,9.667589259E0
6.675086980E-1,-5.264209956E-2,9.542576790E0,-1.555334687E0,9.668640492E0
6.700420320E-1,-3.110669367E-2,9.556933403E0,-1.569691658E0,9.685033588E0
6.725753130E-1,1.914258115E-2,9.573683739E0,-1.576870084E0,9.702695812E0
6.751077610E-1,7.657032460E-2,9.583254814E0,-1.588834286E0,9.714372354E0
6.776402090E-1,1.268195957E-1,9.595218658E0,-1.591227055E0,9.727091438E0
6.801735420E-1,1.770688742E-1,9.607182503E0,-1.581655741E0,9.738118089E0
6.827068750E-1,2.225325108E-1,9.623932838E0,-1.574477315E0,9.754413504E0
6.852393230E-1,2.703889608E-1,9.638289452E0,-1.564906001E0,9.768247772E0
6.877717710E-1,3.110669553E-1,9.647860527E0,-1.567298889E0,9.779284289E0
6.903051050E-1,3.349951804E-1,9.659825325E0,-1.557727575E0,9.790350468E0
6.928383860E-1,3.637090325E-1,9.659825325E0,-1.526620865E0,9.786474382E0
6.953708340E-1,3.996013701E-1,9.655039787E0,-1.514656782E0,9.781291311E0
6.979033340E-1,4.331009090E-1,9.647860527E0,-1.512263894E0,9.775261185E0
7.004366670E-1,4.546363056E-1,9.645467758E0,-1.512263894E0,9.773877661E0
7.029699480E-1,4.737788737E-1,9.647860527E0,-1.519442320E0,9.778260793E0
7.055023960E-1,4.833501875E-1,9.652647018E0,-1.521835208E0,9.783823602E0
7.080348960E-1,4.833501875E-1,9.640682220E0,-1.538584948E0,9.774641923E0
7.105682300E-1,4.953143001E-1,9.628718376E0,-1.560120344E0,9.766858723E0
7.131015110E-1,5.024927258E-1,9.633503914E0,-1.562513232E0,9.772325424E0
7.156339590E-1,4.833501875E-1,9.650253296E0,-1.560120344E0,9.787491587E0
7.181664070E-1,4.546363056E-1,9.662218094E0,-1.567298889E0,9.799060081E0
7.206997400E-1,4.378865361E-1,9.655039787E0,-1.579262972E0,9.793140939E0
7.232330730E-1,4.139583111E-1,9.633503914E0,-1.586441398E0,9.772029239E0
7.257655210E-1,3.780659735E-1,9.619147301E0,-1.593619823E0,9.757589498E0
7.282979690E-1,3.445664644E-1,9.616754532E0,-1.610369682E0,9.756740454E0
7.308313020E-1,3.038884699E-1,9.604789734E0,-1.603191137E0,9.742410167E0
7.333645840E-1,2.656033039E-1,9.583254814E0,-1.579262972E0,9.716140668E0
7.358970840E-1,2.321037948E-1,9.564111710E0,-1.574477315E0,9.695621887E0
7.384295320E-1,1.962114573E-1,9.549755096E0,-1.574477315E0,9.680666307E0
7.409628650E-1,1.531406492E-1,9.544969559E0,-1.576870084E0,9.675557617E0
7.434961460E-1,1.316052526E-1,9.540184021E0,-1.572084427E0,9.669740459E0
7.460285940E-1,1.148554832E-1,9.530612946E0,-1.574477315E0,9.660473783E0
7.485610940E-1,9.092725813E-2,9.537791252E0,-1.572084427E0,9.666911564E0
7.510944270E-1,7.896314561E-2,9.561718941E0,-1.564906001E0,9.689253587E0
7.536277090E-1,7.178468257E-2,9.571290970E0,-1.567298889E0,9.699030347E0
7.561601570E-1,5.982056633E-2,9.590433121E0,-1.574477315E0,9.719000193E0
7.586926570E-1,4.546362907E-2,9.626325607E0,-1.584048629E0,9.755891640E0
7.612259900E-1,2.153540403E-2,9.650253296E0,-1.596012712E0,9.781365397E0
7.637592710E-1,9.571290575E-3,9.662218094E0,-1.598405480E0,9.793541248E0
7.662917190E-1,2.392822644E-3,9.669396400E0,-1.591227055E0,9.799450802E0
7.688241670E-1,-1.196411345E-2,9.671789169E0,-1.588834286E0,9.801430674E0
7.713575000E-1,-1.914258115E-2,9.686145782E0,-1.588834286E0,9.815609046E0
7.738908340E-1,-2.392822690E-2,9.688538551E0,-1.586441398E0,9.817593805E0
7.764232820E-1,-3.349951655E-2,9.667003632E0,-1.576870084E0,9.794825200E0
7.789557300E-1,-3.828516230E-2,9.652647018E0,-1.567298889E0,9.779135239E0
7.814890630E-1,-4.785645381E-2,9.643074989E0,-1.567298889E0,9.769729336E0
7.840223440E-1,-6.699903309E-2,9.631111145E0,-1.569691658E0,9.758418041E0
7.865548440E-1,-7.417750359E-2,9.628718376E0,-1.569691658E0,9.756108434E0
7.890872920E-1,-7.417750359E-2,9.626325607E0,-1.569691658E0,9.753746916E0
7.916206250E-1,-6.460621208E-2,9.602396965E0,-1.586441398E0,9.732779549E0
7.941539070E-1,-4.067798331E-2,9.590433121E0,-1.593619823E0,9.722020689E0
7.966863550E-1,-1.435693540E-2,9.588040352E0,-1.588834286E0,9.718802308E0
7.992188550E-1,2.871387079E-2,9.578469276E0,-1.586441398E0,9.709000694E0
8.017521880E-1,8.135596663E-2,9.583254814E0,-1.579262972E0,9.712850414E0
8.042854690E-1,1.196411327E-1,9.576076508E0,-1.586441398E0,9.707334937E0
8.068179170E-1,1.411765367E-1,9.571290970E0,-1.596012712E0,9.704473104E0
8.093504170E-1,1.555334777E-1,9.583254814E0,-1.605584025E0,9.718068921E0
8.118837500E-1,1.698904037E-1,9.590433121E0,-1.593619823E0,9.723419889E0
8.144170320E-1,1.722832322E-1,9.595218658E0,-1.584048629E0,9.726618769E0
8.169494800E-1,1.722832322E-1,9.607182503E0,-1.567298889E0,9.735710707E0
8.194819270E-1,1.627119333E-1,9.626325607E0,-1.552941918E0,9.752140712E0
8.220152610E-1,1.363908947E-1,9.647860527E0,-1.572084427E0,9.776055681E0
